title,franquicia,genres
Song of the Open Road,,[]
I Love Trouble,,"['Crime', 'Drama']"
The Fuller Brush Man,,"['Adventure', 'Comedy', 'Crime', 'Romance']"
Precious Find,,"['Action', 'Science Fiction']"
Burning Down the House,,[]
Desert Victory,,"['War', 'Documentary']"
Sailor of the King,,"['Action', 'Drama', 'War']"
Carlton-Browne of the F.O.,,['Comedy']
The Family Way,,['Comedy']
Miss Marple: The Moving Finger,,"['Mystery', 'Drama', 'Crime']"
Textuality,,"['Comedy', 'Romance']"
Kevin Smith: Too Fat For 40,Kevin Smith: Silent Bob Speaks!,['Comedy']
The Hellbenders,,"['Adventure', 'Drama', 'Action', 'Western', 'Foreign']"
SeaFood,,"['Animation', 'Comedy', 'Family', 'Adventure']"
Johnny O'Clock,,"['Crime', 'Drama']"
Reign of Terror,,['Drama']
The Jackie Robinson Story,,"['Drama', 'Family']"
The Shanghai Cobra,Charlie Chan (Sidney Toler) Collection,"['Mystery', 'Thriller']"
"Invasion, U.S.A.",,"['Drama', 'Science Fiction']"
Hider in the House,,"['Horror', 'Thriller']"
White: The Melody of the Curse,,['Horror']
Kermit's Swamp Years,,"['Fantasy', 'Family', 'Comedy']"
Harry in Your Pocket,,"['Comedy', 'Crime', 'Drama']"
New World Disorder,,"['Action', 'Thriller']"
The Honeymoon Machine,,['Comedy']
World for Ransom,,"['Drama', 'Action', 'Thriller']"
The Angry Hills,,"['Drama', 'War', 'Thriller']"
The Grissom Gang,,"['Drama', 'Action', 'Thriller', 'Crime']"
Once a Thief,,"['Crime', 'Drama', 'Thriller']"
House Party 4: Down to the Last Minute,House Party Collection,['Comedy']
Race to Space,,"['Drama', 'Family']"
White Line Fever,,"['Romance', 'Action', 'Crime', 'Drama']"
The Night We Called It a Day,,"['Comedy', 'Drama']"
The Snow Queen,Snow Queen Collection,"['Animation', 'Fantasy']"
Mimesis,,['Horror']
In the Shadows,,"['Drama', 'Thriller']"
Sadie McKee,,"['Drama', 'Romance']"
Trapped in the Closet: Chapters 13-22,Trapped in the Closet,"['Music', 'Crime', 'Comedy']"
Safari,,"['Adventure', 'Comedy']"
Stealth Fighter,,"['Action', 'Thriller']"
The Land Before Time XIII: The Wisdom of Friends,The Land Before Time Collection,"['Family', 'Animation']"
Solar Attack,,"['Action', 'Science Fiction', 'Thriller']"
I Was Monty's Double,,"['War', 'History', 'Drama']"
Hanzo the Razor: The Snare,Hanzo the Razor Collection,"['History', 'Action', 'Drama', 'Foreign']"
The Missing Lynx,,"['Animation', 'Family']"
The Lone Wolf Spy Hunt,Lone Wolf film series,"['Mystery', 'Adventure']"
Hotel Berlin,,"['War', 'Drama']"
Escape Me Never,,['Drama']
Barricade,,['Western']
Please Murder Me,,"['Crime', 'Drama']"
Limelight,,['Documentary']
The Glass Wall,,['Drama']
Hard Contract,,"['Crime', 'Romance']"
The Pit and the Pendulum,,"['Fantasy', 'Horror', 'Thriller']"
She's Working Her Way Through College,,"['Music', 'Comedy']"
If Winter Comes,,['Drama']
Skeleton Key 2: 667 Neighbor of the Beast,Skeleton Key Collection,[]
"Snowflake, the White Gorilla",,"['Animation', 'Adventure', 'Comedy', 'Family']"
Man Wanted,,"['Romance', 'Comedy', 'Drama']"
Last of the Comanches,,"['Western', 'Action', 'Adventure']"
Ski Party,,"['Comedy', 'Music']"
The Secret of Convict Lake,,['Western']
Lonesome Cowboys,,['Western']
Women in Revolt,,['Drama']
Forty Deuce,,['Drama']
How Sweet It Is!,,['Comedy']
Viva Max!,,['Comedy']
The Grasshopper,,"['Romance', 'Drama']"
The Last Big Thing,,"['Comedy', 'Drama']"
"No God, No Master",,"['Crime', 'Drama', 'Thriller', 'History']"
Invitation,,['Drama']
The Very Thought of You,,"['Romance', 'Drama']"
Rain,,['Drama']
Lady Killer,,"['War', 'Drama', 'Romance']"
Tension at Table Rock,,['Western']
The Guardsman,,"['Comedy', 'Drama']"
Simple Things,,"['Drama', 'Family']"
Hansel and Gretel,,"['Fantasy', 'Family', 'Horror', 'Comedy']"
Sitting Bull,,['Western']
Iceberg Slim: Portrait of a Pimp,,[]
One Sunday Afternoon,,"['Romance', 'Comedy']"
Red Light,,"['Mystery', 'Thriller']"
The Mask,,"['Horror', 'Thriller']"
Santiago,,['Documentary']
The Sea Hawk,,"['Adventure', 'Romance', 'Drama']"
This Is My Affair,,"['Romance', 'Crime', 'Drama']"
Our Town,,"['Crime', 'Drama', 'Mystery']"
The Unvanquished,,['Drama']
Ring of Fire II: Blood and Steel,Ring of Fire Collection,"['Drama', 'Action', 'Thriller']"
Journey to the Center of the Earth,,"['Fantasy', 'Action', 'Science Fiction', 'Family']"
The Job,,"['Comedy', 'Drama', 'Thriller']"
That's Dancing!,,"['Documentary', 'Music']"
Snow White and the Three Stooges,,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']"
Squatters,,['Drama']
The Hoodlum,,['Comedy']
Words and Music,,"['Drama', 'Music']"
Hillside Cannibals,,"['Horror', 'Comedy', 'Crime']"
The Last of the Finest,,"['Action', 'Crime', 'Drama']"
Tarzan's Greatest Adventure,Tarzan (Gordon Scott series),['Adventure']
The Last Flight,,"['Adventure', 'Drama', 'Romance']"
Lifeguard,,"['Comedy', 'Drama']"
Gunshy,,"['Action', 'Crime', 'Thriller']"
Perfume,,"['Comedy', 'Drama']"
Cops and Robbers,Totò Collection,"['Comedy', 'Drama']"
Rock Around the Clock,,['Music']
Monday Night Mayhem,,['Drama']
The New Protocol,,"['Drama', 'Mystery']"
Holocaust 2000,,"['Science Fiction', 'Drama']"
The Virgin of Nuremberg,,"['War', 'Horror']"
Lizzie,,['Thriller']
The Crying Dead,,"['Adventure', 'Horror', 'Thriller']"
Illegal,,['Drama']
My Reputation,,"['Drama', 'Romance']"
Scarred City,,"['Action', 'Thriller']"
The Wind in the Willows,,"['Fantasy', 'Animation', 'Family', 'Adventure']"
A Boy and His Samurai,,"['Comedy', 'Drama', 'Romance']"
Slow Burn,,"['Action', 'Drama', 'Mystery', 'Thriller']"
Their Own Desire,,"['Drama', 'Romance']"
Home Sweet Home,,['Drama']
One Night of Love,,"['Music', 'Romance']"
Great Day in the Morning,,['Western']
On Approval,,"['Comedy', 'Romance']"
Guns of Diablo,,['Western']
Night and Fog,,['Drama']
Shaolin Mantis,,['Action']
Evel Knievel,,['Drama']
The Lion,,['Drama']
The Smiling Ghost,,"['Comedy', 'Mystery']"
Such Is Life,,"['Comedy', 'Drama']"
Le Joli Mai,,['Documentary']
The Taming of the Shrew,,['Comedy']
Outlaw Justice,,"['Action', 'Western']"
Onionhead,,"['Drama', 'Comedy']"
Mandalay,,['Drama']
The Hunters,,"['Drama', 'Romance']"
The Midnight Game,,"['Thriller', 'Horror']"
Spark: A Burning Man Story,,['Documentary']
Anything You Want,,"['Drama', 'Foreign']"
Stalker,,['Horror']
The Scarlet Coat,,"['Adventure', 'Drama']"
There's Always A Woman,,"['Comedy', 'Mystery']"
The Law,,"['Romance', 'Drama']"
One Minute to Zero,,"['War', 'Drama']"
Two Flags West,,"['War', 'Western']"
Haunted Gold,,['Western']
Raffles,,"['Adventure', 'Comedy', 'Crime', 'Drama', 'History', 'Romance', 'Thriller']"
The Case of the Howling Dog,,"['Crime', 'Mystery', 'Drama']"
Hollidaysburg,,['Comedy']
Hell's Highway,,"['Crime', 'Drama']"
London Voodoo,,"['Horror', 'Thriller']"
Marathon Boy,,"['Documentary', 'Foreign']"
Heat Lightning,,"['Action', 'Thriller', 'Crime']"
Sea Wife,,"['Drama', 'Romance']"
The Front,,"['TV Movie', 'Crime', 'Drama', 'Mystery']"
The Big Cube,,"['Drama', 'Thriller', 'Mystery']"
Just for Kicks,,['Documentary']
Just My Luck,,['Comedy']
The Day Mars Invaded Earth,,['Science Fiction']
Love Bites,,"['Horror', 'Romance', 'Comedy']"
The Girl in Black Stockings,,"['Crime', 'Drama']"
Ronin-gai,,"['History', 'Drama', 'Action']"
The Mysterious Island,,"['Science Fiction', 'Adventure']"
Hostage,,"['Crime', 'Drama', 'Thriller']"
Laughing Sinners,,"['Drama', 'Romance']"
Hills of Home,Lassie (Kinofilme),"['Family', 'Adventure', 'Action', 'Drama']"
The Mysterious Island,,[]
The Threat,,"['Crime', 'Thriller']"
Stolen Face,,['Thriller']
I Will Follow,,"['Drama', 'Romance']"
Bienvenido a casa,,"['Drama', 'Comedy', 'Romance']"
The Lost Squadron,,"['War', 'Drama', 'Action', 'History']"
Home of the Brave,,['Drama']
Marianne,,"['Mystery', 'Drama', 'Fantasy', 'Horror', 'Thriller']"
Uncle Kent,,"['Drama', 'Comedy', 'Romance']"
Song Without End,,"['Drama', 'Romance']"
Three Godfathers,,['Western']
The Crowded Sky,,"['Action', 'Adventure', 'Drama']"
The Divine Lady,,"['Drama', 'History', 'Romance', 'War']"
Voodoo Possession,,"['Mystery', 'Horror', 'Drama']"
Ring of Fire,,['Drama']
Lydia,,"['Drama', 'Romance']"
Hard to Handle,,"['Comedy', 'Romance']"
Venus & Vegas,,"['Action', 'Comedy']"
Jay-Z: Made in America,,['Documentary']
The Man in the Net,,"['Drama', 'Thriller', 'Mystery']"
The Power and the Glory,,['Drama']
House of Usher,,"['Horror', 'Thriller']"
It Started With A Kiss,,"['Comedy', 'Romance']"
Midnight Crossing,,"['Mystery', 'Thriller']"
Snake & Mongoose,,['Drama']
Ruby,,"['Drama', 'Horror', 'Action']"
The Hypnotic Eye,,['Horror']
They All Kissed the Bride,,"['Comedy', 'Romance']"
Men of the Fighting Lady,,[]
"War and Peace, Part IV: Pierre Bezukhov",,"['Romance', 'Drama', 'History', 'War']"
The Lightkeepers,,"['Comedy', 'Drama', 'Romance']"
Special Mission Lady Chaplin,,"['Crime', 'Adventure', 'Action']"
From the Orient with Fury,,"['Adventure', 'Action', 'Comedy', 'Foreign']"
Good Sam,,"['Comedy', 'Drama', 'Romance']"
Delirium,,"['Adventure', 'Fantasy', 'Romance', 'Science Fiction']"
Why Man Creates,,"['Animation', 'Documentary']"
Moon Zero Two,,['Science Fiction']
Absolute Deception,,['Action']
The Gambler,,"['Thriller', 'Crime', 'Drama']"
Dinosaur 13,,['Documentary']
Chosen Survivors,,"['Horror', 'Science Fiction']"
Loitering with Intent,,"['Comedy', 'Drama']"
Justice League: Throne of Atlantis,Justice League (Animated) Collection,"['Science Fiction', 'Action', 'Animation', 'Adventure']"
Jay And Silent Bob's Super Groovy Cartoon Movie,,['Comedy']
Love and Other Troubles,,"['Comedy', 'Romance']"
The Turning Point,,"['Action', 'Drama']"
Thunder Over the Plains,,"['Western', 'Action', 'War', 'Romance']"
The Night Heaven Fell,,"['Thriller', 'Drama', 'Crime']"
The Invisible Eye,,['Drama']
The Adventures of Tom Thumb & Thumbelina,,['Animation']
The Ouija Experiment,The Ouija Experiment Collection,['Horror']
Styx,,"['Action', 'Crime', 'Thriller']"
"Goodbye, My Fancy",,"['Comedy', 'Romance']"
Union Depot,,"['Comedy', 'Drama', 'Romance']"
The Hills Run Red,,"['Action', 'Western']"
The Wind in the Willows,,"['Family', 'Animation', 'Adventure', 'Comedy']"
Melody for a Street Organ,,['Drama']
The Dolphin: Story of a Dreamer,,['Animation']
"Swing High, Swing Low",,"['Drama', 'Romance']"
Toys in the Attic,,"['Thriller', 'Animation', 'Family', 'Fantasy']"
Return from the Ashes,,['Drama']
Project: Shadowchaser,,"['Action', 'Science Fiction', 'Thriller']"
Redemption Road,,['Drama']
Willow and Wind,,['Drama']
Murder on a Honeymoon,,"['Mystery', 'Comedy']"
Stage Struck,,"['Drama', 'Romance']"
Heidi,,"['Drama', 'Family']"
Gun Glory,,['Western']
Ritual,,['Horror']
"The Foreign Duck, the Native Duck and God in a Coin Locker",,['Drama']
"War and Peace, Part II: Natasha Rostova",,"['Drama', 'History']"
House Party: Tonight's the Night,,[]
Miracles,,['Comedy']
"Ride Him, Cowboy",,"['Action', 'Western', 'Romance']"
This Woman Is Dangerous,,"['Drama', 'Crime']"
Special Agent,,['Drama']
The Fine Art of Love: Mine Ha-Ha,,"['Mystery', 'Drama']"
Spanish Judges,,"['Crime', 'Drama']"
The Helen Morgan Story,,"['Drama', 'Music', 'Romance']"
Impy's Island,"Impy, the small dinosaur Collection","['Animation', 'Family', 'Fantasy']"
Snow White,,['Fantasy']
Romance,,['Romance']
The Window,,"['Drama', 'Foreign']"
King Richard And The Crusaders,,"['Adventure', 'Drama', 'Music']"
Jeanne Eagels,,['Drama']
No Down Payment,,['Drama']
This Could Be the Night,,['Comedy']
The Hoodlum,,"['Drama', 'Thriller', 'Crime']"
Underwater!,,"['Adventure', 'Drama']"
Return of the Bad Men,,"['Drama', 'Western', 'Action']"
The Dry Land,,['Drama']
Kidco,,['Comedy']
Splendor,,['Comedy']
Never Say Goodbye,,['Comedy']
It Happened in Brooklyn,,"['Comedy', 'Music', 'Romance']"
Vigil in the Night,,['Drama']
Life Begins for Andy Hardy,,"['Comedy', 'Romance']"
The Ice Follies of 1939,,"['Music', 'Drama']"
The Matchmaker,,['Drama']
Kenny Rogers as The Gambler,Kenny Rogers Legend Of The Gambler,['Western']
Virtue,,['Drama']
The Cup,,"['Drama', 'History']"
The Iron Mistress,,"['History', 'Drama', 'Action', 'Western']"
The Web,,"['Thriller', 'Drama']"
The Big Store,Les Charlots - Saga,['Comedy']
The Fuller Brush Girl,,['Comedy']
Waltz of the Toreadors,,['Comedy']
Last Man Standing,,"['Drama', 'Action', 'Thriller']"
White Cargo,,"['Adventure', 'Drama']"
Eddie Izzard: Force Majeure Live,,['Comedy']
Sittin' on a Backyard Fence,,[]
Mars,,"['Science Fiction', 'Documentary']"
Killer Holiday,,"['Horror', 'Thriller']"
Snow White,,['Drama']
The Rising of the Moon,,"['Comedy', 'Drama']"
The Feminine Touch,,['Comedy']
Topaze,,"['Comedy', 'Drama']"
Susan Slade,,"['Drama', 'Romance']"
The Big Heat,,"['Action', 'Thriller', 'Crime']"
Scene of the Crime,,['Drama']
The Hessen Affair,,"['History', 'Drama', 'Action']"
Scene of the Crime,,['Crime']
Riding Shotgun,,['Western']
I'll Take Sweden,,"['Comedy', 'Music', 'Romance']"
Johnny Cool,,"['Action', 'Thriller']"
Pure Country 2: The Gift,,"['Drama', 'Music', 'Romance']"
"War and Peace, Part III: The Year 1812",,"['Romance', 'Drama', 'War']"
Witchboard III: The Possession,Witchboard Collection,"['Drama', 'Horror']"
Prairie Fever,,"['Action', 'Western']"
Unstable Fables: Tortoise vs. Hare,Unstable Fables Collection,"['Animation', 'Drama', 'Family']"
Pleasure or Pain,,"['Drama', 'Thriller']"
"You Lie, You Die",,['Thriller']
The Cossacks,,['Drama']
The Black Knight,,"['Action', 'Adventure']"
Home Movies,,['Comedy']
The Pee-Wee Herman Show on Broadway,,['Comedy']
The Spanish Gardener,,['Drama']
Safety Patrol,,[]
The Velvet Touch,,"['Drama', 'Thriller']"
Two Weeks with Love,,"['Comedy', 'Music', 'Romance']"
Shadows Over Chinatown,Charlie Chan (Sidney Toler) Collection,"['Mystery', 'Comedy', 'Crime', 'Thriller']"
Tom Sawyer,,['Adventure']
Me and My Gal,,"['Drama', 'Comedy', 'Romance']"
Venus and Serena,,['Documentary']
Nine Days of One Year,,['Drama']
I Died a Thousand Times,,"['Thriller', 'Drama', 'Crime']"
Yellowstone Kelly,,"['Adventure', 'Western']"
The Last Challenge,,['Western']
Two Seconds,,['Drama']
TekWar,TekWar Collection,['Science Fiction']
The Prisoner,,['Drama']
Son of Morning,,"['Comedy', 'Drama']"
"War and Peace, Part I: Andrei Bolkonsky",,"['War', 'Drama']"
Red Heat,,['Thriller']
Percentage,,"['Action', 'Crime']"
The Beast of Hollow Mountain,,"['Horror', 'Science Fiction', 'Western']"
The Woman on Pier 13,,"['Drama', 'Thriller']"
Midnight,,"['Drama', 'Crime']"
Hanzo the Razor: Who's Got the Gold?,Hanzo the Razor Collection,"['Action', 'Drama', 'Foreign']"
The Good Die Young,,['Crime']
Real,,"['Drama', 'Science Fiction']"
Playdate,,['Thriller']
The Learning Tree,,['Drama']
The Next Voice You Hear....,,['Drama']
The Great Rupert,,"['Family', 'Comedy']"
The Legend of Hell's Gate: An American Conspiracy,,"['Action', 'Adventure', 'History', 'Western']"
Multiple Sarcasms,,"['Drama', 'Romance']"
A Woman Called Golda,,"['Drama', 'History']"
These Wilder Years,,['Drama']
The Burglar,,"['Crime', 'Drama']"
The Bride Wore Red,,"['Comedy', 'Drama', 'Romance']"
Touching Home,,['Drama']
The Roots of Heaven,,"['Adventure', 'Drama']"
Tenchu!,,"['History', 'Action', 'Drama']"
Richard Pryor: Omit the Logic,,['Documentary']
Station West,,"['Romance', 'Western', 'Action', 'Mystery']"
The Student Prince,,"['Drama', 'Music', 'Romance']"
Vicki,,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']"
Never Let Go,,"['Drama', 'Thriller', 'Crime']"
Heidi,,"['Drama', 'Family', 'Foreign']"
Unstable Fables: 3 Pigs & a Baby,Unstable Fables Collection,"['Family', 'Animation']"
Richard The Lionheart,Richard the Lionheart Collection,"['Action', 'Adventure']"
Sweeney!,The Sweeney Collection,"['Action', 'Crime', 'Drama']"
Hellcats of the Navy,,"['War', 'Drama', 'Thriller']"
New World Order,,['Documentary']
The Little Hut,,"['Comedy', 'Romance']"
The Adventures of Barry McKenzie,,['Comedy']
Opposing Force,,[]
Kettle of Fish,,"['Comedy', 'Romance']"
Winnie Mandela,,['Drama']
My Mom's a Werewolf,,"['Comedy', 'Horror']"
Superstar,,"['Drama', 'Comedy']"
The Conspirators,,"['Drama', 'History', 'Thriller']"
The Lickerish Quartet,,"['Drama', 'Romance']"
Shock Treatment,,"['Thriller', 'Crime', 'Drama', 'Horror', 'Mystery', 'Science Fiction']"
Midnight,,"['Horror', 'Comedy', 'Romance']"
I Accidentally Domed Your Son,,"['Action', 'Comedy']"
The Lovers,,"['Romance', 'Drama', 'Family', 'Fantasy']"
Skinwalkers,,"['Drama', 'Thriller', 'Crime', 'Mystery']"
Tough Enough,,"['Action', 'Drama', 'Romance']"
One Foot in Heaven,,['Comedy']
Mandrake,,"['Horror', 'Science Fiction', 'Thriller']"
Greetings to the Devil,,"['Action', 'Thriller', 'Drama']"
In the Line of Duty: The F.B.I. Murders,,"['Crime', 'Action', 'Drama']"
The Van,,['Comedy']
It's My Turn,,"['Comedy', 'Romance']"
Lovesick,,"['Romance', 'Comedy', 'Fantasy']"
Take a Hard Ride,,"['Action', 'Western']"
The Paranoids,,"['Drama', 'Comedy', 'Romance', 'Foreign']"
Mission Park,,['Crime']
Snow White: A Deadly Summer,,"['Horror', 'Thriller']"
Medium Raw,,"['Fantasy', 'Horror', 'Thriller']"
Love on the Side,,"['Romance', 'Comedy']"
Three Violent People,,"['Drama', 'Western']"
The Sheriff of Fractured Jaw,,['Western']
Let's Make It Legal,,"['Comedy', 'Drama', 'Romance']"
Silent Partner,,"['Action', 'Crime']"
Woman Wanted,,"['Drama', 'Romance']"
Trust Me,,"['Drama', 'Comedy']"
Hail Caesar,,['Comedy']
The Gong Show Movie,,['Comedy']
"Ride, Vaquero!",,['Western']
The Virginian,,"['Romance', 'Western']"
The Story of Alexander Graham Bell,,"['Drama', 'History']"
Hansel and Gretel,,"['Family', 'Fantasy']"
Phantom Punch,,['Drama']
Hot Saturday,,['Drama']
Robin of Locksley,,"['Adventure', 'Drama']"
The Men's Club,,['Drama']
Soul Power,,"['Documentary', 'Music']"
The Waiting City,,"['Drama', 'Romance', 'Foreign']"
Stars and Stripes Forever,,"['Drama', 'Music']"
Three Can Play That Game,,"['Comedy', 'Romance']"
The Gundown,,"['Action', 'Western']"
Lone Hero,,"['Drama', 'Action', 'Adventure']"
Johnny Skidmarks,,"['Thriller', 'Crime', 'Drama', 'Mystery']"
The Black Pimpernel,,"['Drama', 'History', 'Romance', 'Thriller']"
Lionheart,,"['Adventure', 'Drama']"
The Mark,The Mark Collection,"['Action', 'Thriller']"
The Last Rites of Ransom Pride,,"['Action', 'Drama', 'Western']"
The Big Mouth,,"['Comedy', 'Crime', 'Action']"
Parrish,,"['Drama', 'Romance']"
The People Against O'Hara,,"['Crime', 'Drama']"
Make Mine Mink,,['Comedy']
Space Warriors,,"['Science Fiction', 'Adventure', 'Family']"
Something of Value,,['Drama']
King of the Underworld,,"['Romance', 'Crime', 'Drama']"
Snake Eater,Snake Eater Collection,"['Action', 'Thriller']"
Stage Struck,,['Comedy']
I Ought to Be in Pictures,,"['Drama', 'Comedy']"
The Ghost of Yotsuya,,['Horror']
Way Way Out,,"['Comedy', 'Science Fiction']"
Velocity Trap,,['Science Fiction']
The Painted Hills,Lassie (Kinofilme),"['Action', 'Adventure', 'Drama', 'Family']"
Gumnaam,,"['Mystery', 'Thriller']"
In Cold Blood,,"['Crime', 'TV Movie']"
Week-End at the Waldorf,,"['Comedy', 'Drama', 'Romance']"
We Were Strangers,,"['Action', 'Drama', 'Romance']"
The River Rat,,"['Adventure', 'Crime', 'Family', 'Drama']"
Tom Thumb,,"['Family', 'Adventure', 'Fantasy']"
The Hound of the Baskervilles,,"['Horror', 'Crime', 'Mystery']"
The Inheritance,,"['Drama', 'Horror', 'Thriller', 'Foreign']"
The Trap,Charlie Chan (Sidney Toler) Collection,"['Crime', 'Mystery', 'Thriller']"
Voodoo Moon,,"['Drama', 'Fantasy', 'Horror']"
Today We Live,,"['Romance', 'Drama', 'Action', 'War']"
Restitution,,"['Action', 'Thriller', 'Crime', 'Mystery', 'Romance']"
The Tunnel of Love,,"['Comedy', 'Romance']"
Razortooth,,"['Action', 'Horror', 'Science Fiction', 'Thriller']"
The Legend of Bloody Mary,,"['Horror', 'Mystery', 'Thriller']"
Middle of the Night,,['Drama']
The D.I.,,['Drama']
Who Was That Lady?,,['Comedy']
Walking Tall Part II,Walking Tall Original Collection,"['Action', 'Adventure', 'Drama', 'Crime']"
Time Limit,,"['Drama', 'Mystery', 'War']"
Lost Signal,,"['Horror', 'Thriller']"
Slap Shot 3: The Junior League,Slap Shot Collection,"['Action', 'Adventure', 'Comedy']"
Laughter in Paradise,,['Comedy']
Fun on a Weekend,,[]
Almost 18,,"['Foreign', 'Drama', 'Comedy']"
Fist of Jesus,,"['Action', 'Comedy', 'Horror']"
Print the Legend,,['Documentary']
He Who Dares,He Who Dares Collection,['Action']
Anina,,"['Animation', 'Comedy', 'Family']"
Against the Sun,,"['War', 'Adventure']"
The Divine Move,,"['Action', 'Crime', 'Drama']"
"A Reason to Live, a Reason to Die",,['Western']
Bowery at Midnight,,"['Comedy', 'Crime', 'Horror', 'Action']"
Carnival of Sinners,,"['Fantasy', 'Horror']"
Lucky Country,,"['History', 'Drama', 'Thriller', 'Western']"
Duffy,,"['Crime', 'Comedy']"
Tasting Menu,,['Comedy']
Night Will Fall,,['Documentary']
Pony Soldier,,['Western']
The Amazing Catfish,,"['Comedy', 'Drama']"
The Court-Martial of Jackie Robinson,,['Drama']
The Perils of Pauline,,[]
Black Magic,,"['Drama', 'Mystery', 'Romance']"
Three Cases of Murder,,['Mystery']
The Fountain of Youth,,[]
Parade,,"['Family', 'Comedy']"
Always for Pleasure,,[]
Port of Flowers,,"['War', 'Comedy']"
The Living Magoroku,,[]
Jubilation Street,,"['War', 'Drama']"
Army,,['Drama']
Morning for the Osone Family,,['Drama']
She Was Like a Wild Chrysanthemum,,"['Romance', 'Drama']"
The River Fuefuki,,"['War', 'Drama', 'History']"
Immortal Love,,"['Romance', 'Drama']"
Legend of a Duel to the Death,,"['Drama', 'Action']"
That Night's Wife,,['Drama']
Citizen Koch,,['Documentary']
We Still Kill the Old Way,Old Way Collection,['Crime']
In Our Garden,,[]
Giuseppe Makes a Movie,,['Documentary']
Youth of the Son,,"['Comedy', 'Drama']"
The Arrival of Wang,,"['Science Fiction', 'Mystery', 'Thriller']"
Walker,,[]
One Step Ahead of My Shadow,,"['Comedy', 'Animation']"
Amuck!,,"['Drama', 'Mystery', 'Horror']"
Lad: A Dog,,['Drama']
Horror of the Blood Monsters,,"['Action', 'Horror', 'Science Fiction']"
Smiling Maniacs,,[]
Season For Assassins,,"['Drama', 'Action']"
Low Down,,"['Drama', 'Music']"
"Another Day, Another Time: Celebrating the Music of ""Inside Llewyn Davis""",,['Documentary']
Margaret,,"['TV Movie', 'Comedy', 'Drama', 'Romance']"
Paper Planes,,"['Comedy', 'Family']"
DRIVE,,"['Comedy', 'Drama']"
Hard Luck Hero,,[]
Bunny Drop,,"['Drama', 'Comedy']"
I Know You Know,,"['Thriller', 'Drama', 'Comedy']"
Awaydays,,"['Drama', 'Foreign']"
Double Game,,"['Action', 'Thriller', 'Foreign']"
A Long Ride from Hell,,"['Action', 'Western']"
Body Fat Index of Love,,['Comedy']
Burning Blue,,"['Drama', 'Romance', 'War']"
Björk: Biophilia Live,,"['Documentary', 'Music']"
The Missouri Traveler,,"['Drama', 'Family', 'Western']"
Those Calloways,,"['Drama', 'Family']"
The Deserter,,"['Action', 'Western']"
Torch Singer,,"['Romance', 'Drama', 'Music']"
The Diary of Anne Frank,,['Drama']
El compadre Mendoza,,"['War', 'Drama']"
Le Grand Jeu,,['Drama']
Bad Seed,,['Comedy']
Red Ensign,,['Drama']
Love and Distrust,,"['Romance', 'Drama']"
"Aquí llega Condemor, el pecador de la pradera",,"['Western', 'Comedy']"
El asombroso mundo de Borjamari y Pocholo,,['Comedy']
2012: Ice Age,,"['Action', 'Adventure', 'Science Fiction']"
FBI: Frikis buscan incordiar,,['Comedy']
Isi/Disi - Amor a lo bestia,Isi/Disi Collection,"['Comedy', 'Music', 'Adventure']"
Red Salute,,"['Drama', 'Comedy', 'Romance']"
The Case of the Curious Bride,,"['Comedy', 'Crime', 'Drama', 'Mystery']"
The Case of the Lucky Legs,,"['Mystery', 'Comedy', 'Crime']"
La Bandera,,[]
The Beast in Heat,,"['Horror', 'Thriller', 'War']"
Doubting Thomas,,['Comedy']
A Blade in the Dark,,"['Thriller', 'Horror']"
The Phantom Light,,"['Thriller', 'Mystery']"
Seven Alone,,"['Drama', 'Family']"
Pretty Cool,,"['Fantasy', 'Comedy']"
Ned Rifle,Henry Fool Collection,['Drama']
Time in the Minors,,['Documentary']
Stars Above,,[]
Not Another Happy Ending,,"['Romance', 'Comedy', 'Drama']"
Mortdecai,,"['Comedy', 'Adventure']"
Fifty Shades of Grey,Fifty Shades Collection,"['Drama', 'Romance', 'Thriller']"
Expelled,,['Comedy']
Buffalo Girls,,"['Documentary', 'Action']"
Gregory Go Boom,,['Comedy']
The Periwig-Maker,,['Animation']
Kiwi!,,"['Animation', 'Action']"
Santa's Pocket Watch,,[]
Björk at the Royal Opera House,,['Music']
The Fox and the Hare,,"['Animation', 'Family']"
Christmas Comes but Once a Year,,[]
Crac,,['Animation']
Reggie Watts: Why Shit So Crazy?,,"['Comedy', 'Music']"
Syrinx,,['Animation']
Curb Dance,,[]
Desire: The Vampire,,"['TV Movie', 'Crime', 'Horror', 'Thriller']"
Manson,,['Documentary']
Fright to the Finish,,"['Comedy', 'Animation']"
Guyana Tragedy: The Story of Jim Jones,,"['Drama', 'TV Movie']"
"I Want a Dog for Christmas, Charlie Brown",,"['Animation', 'Comedy', 'Family']"
Impure Thoughts,,['Comedy']
It's a Bird,,[]
The Trip to Squash Land,,"['Fantasy', 'Adventure', 'Animation']"
Charlie Brown's Christmas Tales,,"['Comedy', 'Family', 'Animation']"
Eat,,['Drama']
Garfield's Halloween Adventure,Garfield Holiday Celebrations,"['Animation', 'Family']"
"It's Christmastime Again, Charlie Brown",,['Animation']
Halloweentown,Halloweentown Collection,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Horror', 'TV Movie']"
Halloweentown II: Kalabar's Revenge,Halloweentown Collection,"['Adventure', 'Family', 'Fantasy', 'TV Movie']"
