id,title,franquicia,genres
2897,Around the World in Eighty Days,,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']"
1585,It's a Wonderful Life,,"['Drama', 'Family', 'Fantasy']"
3083,Mr. Smith Goes to Washington,,"['Comedy', 'Drama']"
900,Bringing Up Baby,,"['Comedy', 'Romance']"
43795,Penny Serenade,,"['Drama', 'Romance']"
85638,The Scarlet Letter,,['Drama']
50001,Lady of Burlesque,,"['Comedy', 'Thriller', 'Mystery', 'Romance']"
43905,Of Human Bondage,,['Drama']
22688,Angel on My Shoulder,,"['Comedy', 'Fantasy', 'Romance']"
23114,Little Lord Fauntleroy,,"['Drama', 'Family']"
26378,They Made Me a Criminal,,"['Thriller', 'Crime', 'Drama', 'Mystery']"
40206,The Inspector General,,"['Comedy', 'Music', 'Romance']"
22356,Angel and the Badman,,"['Romance', 'Western']"
260,The 39 Steps,,"['Action', 'Thriller', 'Mystery']"
43488,A Walk in the Sun,,"['War', 'Drama']"
22613,The Outlaw,,"['Action', 'Adventure', 'Western']"
10331,Night of the Living Dead,Living Dead Collection,['Horror']
488,The African Queen,,"['Adventure', 'War', 'Romance']"
22733,Beat the Devil,,"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Romance']"
261,Cat on a Hot Tin Roof,,"['Drama', 'Romance']"
57575,The Last Time I Saw Paris,,"['Romance', 'Drama']"
32574,Meet John Doe,,"['Drama', 'Comedy', 'Romance']"
22657,Algiers,,"['Drama', 'Action', 'Mystery', 'Romance']"
76464,Something to Sing About,,['Comedy']
22649,A Farewell to Arms,,"['Drama', 'Romance', 'War']"
176841,Moonlight Murder,,"['Music', 'Mystery']"
125587,Nothing Personal,,['Drama']
39448,"Yes, Madam",In the Line of Duty Collection,"['Action', 'Foreign']"
52855,Dangerous Ground,,['Drama']
39940,Picnic,,"['Drama', 'Romance']"
172868,Madagascar Skin,,[]
85328,The Pompatus of Love,,"['Comedy', 'Romance', 'Drama']"
124632,Small Wonders,,"['Documentary', 'Family']"
11076,Fly Away Home,,"['Action', 'Adventure', 'Drama', 'Family']"
63945,Bliss,,"['Drama', 'Romance']"
58985,Grace of My Heart,,"['Drama', 'Comedy', 'Music']"
890,Brother of Sleep,,['Drama']
10861,Maximum Risk,,"['Action', 'Adventure', 'Thriller']"
1770,Michael Collins,,"['Drama', 'Thriller']"
44465,The Rich Man's Wife,,"['Drama', 'Thriller']"
2033,Infinity,,"['Drama', 'Romance']"
18203,Big Night,,['Drama']
9333,Last Man Standing,,"['Action', 'Crime', 'Drama', 'Thriller']"
47260,Caught,,"['Action', 'Drama', 'Thriller']"
9400,Set It Off,,"['Drama', 'Action', 'Crime']"
9401,2 Days in the Valley,,"['Comedy', 'Crime']"
12241,Curdled,,"['Comedy', 'Crime', 'Thriller']"
25739,L'associé,,['Comedy']
161806,Ed's Next Move,,[]
11306,Extreme Measures,,"['Drama', 'Thriller']"
9625,The Glimmer Man,,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']"
10680,D3: The Mighty Ducks,The Mighty Ducks Collection,"['Action', 'Comedy', 'Drama', 'Family']"
6346,The Chamber,,"['Crime', 'Drama']"
18660,The Apple Dumpling Gang,The Apple Dumpling Gang Collection,"['Comedy', 'Family']"
35115,"Davy Crockett, King of the Wild Frontier",Davy Crockett Collection,"['Action', 'Adventure', 'Family', 'Western']"
14821,Escape to Witch Mountain,Witch Mountain Collection,"['Adventure', 'Fantasy', 'Science Fiction', 'Family']"
14136,The Love Bug,Herbie Collection,"['Comedy', 'Family', 'Fantasy']"
10869,Herbie Rides Again,Herbie Collection,"['Romance', 'Comedy', 'Family', 'Fantasy']"
22660,Old Yeller,,"['Adventure', 'Drama', 'Western']"
19186,The Parent Trap,Parent Trap Collection,"['Comedy', 'Family']"
31102,Pollyanna,,['Adventure']
6878,Homeward Bound: The Incredible Journey,Homeward Bound Collection,"['Adventure', 'Comedy', 'Drama', 'Family']"
15944,The Shaggy Dog,The Shaggy Dog Collection,"['Comedy', 'Family']"
18444,Swiss Family Robinson,,"['Adventure', 'Family']"
20723,That Darn Cat!,,"['Drama', 'Family', 'Comedy']"
173,"20,000 Leagues Under the Sea",,"['Adventure', 'Drama', 'Science Fiction']"
864,Cool Runnings,,['Comedy']
24795,Angels in the Outfield,,"['Fantasy', 'Drama', 'Comedy', 'Family']"
11224,Cinderella,Cinderella Collection,"['Family', 'Fantasy', 'Animation', 'Romance']"
81310,Winnie the Pooh and the Blustery Day,,"['Animation', 'Family', 'Music']"
15947,The Three Caballeros,Caballeros Collection,"['Animation', 'Family', 'Music']"
9078,The Sword in the Stone,,"['Animation', 'Family']"
29682,So Dear to My Heart,,"['Animation', 'Drama', 'Family']"
8367,Robin Hood: Prince of Thieves,,['Adventure']
433,Mary Poppins,,"['Comedy', 'Family', 'Fantasy']"
11360,Dumbo,,"['Animation', 'Family']"
11114,Pete's Dragon,,"['Fantasy', 'Animation', 'Comedy', 'Family']"
